1   -1127.203528899676    -1125.6951083  -1126.1960228         -1126.3106391
2   -1127.141088186249    -1125.6040026  -1126.1290211         -1126.2420731
3   -1127.184872873729    -1125.6288628  -1126.1847073         -1126.2841902
4   -1127.156144917333    -1125.6017204  -1126.1500319         -1126.2603524
5   -1127.150778576421    -1125.6234576  -1126.1515411         -1126.2409992
6   -1127.164218657455    -1125.6523089  -1126.1449734         -1126.2840098
7   -1127.176154862536    -1125.6759047  -1126.1841845         -1126.2743130
